text,username,first_name,last_name,is_deleted,has_media,has_link,cleaned_text,has_caps,is_spam
Не понятно для чего знать какая именно ось стоит у тебя на часах или другом устройстве и в чем путаться,FRANKO58,VLADISLAV,unknown,0,0,0,Не понятно для чего знать какая именно ось стоит у тебя на часах или другом устройстве и в чем путаться,0,0
"Кстати, Трамповский FAA вполне может начать затягивать получение разрешений для SpaceX…",o2alex,Alexander,Fedin,0,0,0,"Кстати, Трамповский FAA вполне может начать затягивать получение разрешений для SpaceX…",1,0
'@realDonaldTrump @CNN @jaketapper @ABC @GStephanopoulos ВМайами сторонники Трампа напали на группу латиноамериканцев https://t.co/mqNMxYZMNG',unknown,unknown,unknown,-1,0,1,'@realDonaldTrump @CNN @jaketapper @ABC @GStephanopoulos ВМайами сторонники Трампа напали на группу латиноамериканцев https://t.co/mqNMxYZMNG',1,1
ну как бы вам тонко так намекнуть.... понимаете Я нерусский и приведенные вами книги для меня лишены хоть какой то ценности Не нужно думать что мир вертится вокруг вас и все разделают именно ваши взгляды,deleted,RAJ,unknown,0,0,0,ну как бы вам тонко так намекнуть.... понимаете Я нерусский и приведенные вами книги для меня лишены хоть какой то ценности Не нужно думать что мир вертится вокруг вас и все разделают именно ваши взгляды,0,0
"Sony, контора ЛГБТшников!",Tikhomirov22,Tikhomirov,unknown,0,0,0,"Sony, контора ЛГБТшников!",0,0
"ну понятно, что скорее всего все пойдёт хорошо, но мало ли)",wtf_my_life,Владислав,unknown,0,0,0,"ну понятно, что скорее всего все пойдёт хорошо, но мало ли)",0,0
🖕,Chlenovertelka228,Харковский,Националист,0,0,0,🖕,0,0
"Пока надо везде писать что-то в стиле: «Elon Musk didnt kill himself».😁
Вот бывший глава Роскосмоса уже пошутил про скандал, но ведь мог бы и добавить огонька😁",vvashurin,Vladimir,unknown,0,0,0,"Пока надо везде писать что-то в стиле: «Elon Musk didnt kill himself».😁
Вот бывший глава Роскосмоса уже пошутил про скандал, но ведь мог бы и добавить огонька😁",0,0
А в США щас точно правая власть? Они же буквально налог на космос вводят. Или с космосом тоже торговый дефицит? Не понятно🤔,HeadWithoutHat,Vlad,unknown,0,0,0,А в США щас точно правая власть? Они же буквально налог на космос вводят. Или с космосом тоже торговый дефицит? Не понятно🤔,1,0
💃,deleted,👗 Софа,unknown,0,0,0,💃,0,0
"Какое счастье, что я не ем всю эту хрень😁",deleted,N/Ru,unknown,0,0,0,"Какое счастье, что я не ем всю эту хрень😁",0,0
"тот же реалми не плох ,ну кроме фиников и текно таи сущий ад",gulnarpop,.,unknown,0,0,0,"тот же реалми не плох ,ну кроме фиников и текно таи сущий ад",0,0
"слабенько как-то они денег хотят.
надо тогда уж брать за полную массу ракеты, а не только за полезную нагрузку",symonvespucci,vik,unknown,0,0,0,"слабенько как-то они денег хотят.
надо тогда уж брать за полную массу ракеты, а не только за полезную нагрузку",0,0
"в мене только одно, высокое По руzzке ебзык. Я паштет профессор в нем",deleted,RAJ,unknown,0,0,0,"в мене только одно, высокое По руzzке ебзык. Я паштет профессор в нем",0,0
Главное чтобы батарейку не кушал сильно. А там пусть хоть 77-й будет.,ART_GALEREYA,unknown,unknown,-1,0,0,Главное чтобы батарейку не кушал сильно. А там пусть хоть 77-й будет.,0,0
"Ну губы накачать,это тоже не против природы)",asv16976,Света,unknown,0,0,0,"Ну губы накачать,это тоже не против природы)",0,0
,matveynator,Lalalahey,unknown,0,1,0,,0,0
"Пардон, не корректно прочитал. Но это не отменяет факта, что это разные устройства и должны иметь разные названия и порядковые номера операционки.. обновления же не летят одновременно, как и нововведения.",lex4fan,Валерий,Голубев,0,0,0,"Пардон, не корректно прочитал. Но это не отменяет факта, что это разные устройства и должны иметь разные названия и порядковые номера операционки.. обновления же не летят одновременно, как и нововведения.",0,0
"Кому должны? 

Как раз обновления летят одновременно",Kichaev_ilia,unknown,unknown,-1,0,0,"Кому должны? 

Как раз обновления летят одновременно",0,0
,kp_tlg,Kirill,unknown,0,1,0,,0,0
Да бустер довели более менее. Тут только ждать сентября и в.2 с новой площадки и раптор 3,IRexfreeman,i,Rex,0,0,0,Да бустер довели более менее. Тут только ждать сентября и в.2 с новой площадки и раптор 3,0,0
"""Золотые луга"" представили новый йогурт и ацидофилин https://t.co/2yomzirsym",unknown,unknown,unknown,-1,0,1,"""Золотые луга"" представили новый йогурт и ацидофилин https://t.co/2yomzirsym",0,1
,deleted,RAJ,unknown,0,1,0,,0,0
Дожились 😳,deleted,Кира,unknown,0,0,0,Дожились 😳,0,0
Россия прекратит платить Совету Европы за ПАСЕ  https://t.co/jSjOxiiLKT https://t.co/V8CFohSimN,unknown,unknown,unknown,-1,0,1,Россия прекратит платить Совету Европы за ПАСЕ  https://t.co/jSjOxiiLKT https://t.co/V8CFohSimN,1,1
"а вы расист, что мог узбек такого написать, что вы гомнорящий на языке Достоевского можете узнать для себя нового",deleted,RAJ,unknown,0,0,0,"а вы расист, что мог узбек такого написать, что вы гомнорящий на языке Достоевского можете узнать для себя нового",0,0
2:0,neat0n,neat0n,unknown,0,0,0,2:0,0,0
Топ-менеджер Mercedes погиб в столичном ночном клубе http://t.co/KyZwoxIDlg,unknown,unknown,unknown,-1,0,1,Топ-менеджер Mercedes погиб в столичном ночном клубе http://t.co/KyZwoxIDlg,0,1
"так, делаем иначе. отменяю ""плату за сообщения"". Пишите, посмотрим что произойдет",deleted,unknown,unknown,-1,0,0,"так, делаем иначе. отменяю ""плату за сообщения"". Пишите, посмотрим что произойдет",0,0
По году выпуска и знаку зодиака тоже,mlxevo,Тоша,unknown,0,0,0,По году выпуска и знаку зодиака тоже,0,0
Рисовые дали еврогеям вместо наушников за щеку,movere_ad_finem,.,unknown,0,0,0,Рисовые дали еврогеям вместо наушников за щеку,0,0
,deleted,unknown,unknown,-1,1,0,,0,0
"Интересно, насколько этот интернет-срач отразится в реальности. На старлинк вроде завязаны военные проекты, например",ziavra,Vladimir,Chaplits,0,0,0,"Интересно, насколько этот интернет-срач отразится в реальности. На старлинк вроде завязаны военные проекты, например",0,0
США отвели на установление причины смерти Лесина до трех месяцев https://t.co/4JM6GjxjcL,unknown,unknown,unknown,-1,0,1,США отвели на установление причины смерти Лесина до трех месяцев https://t.co/4JM6GjxjcL,1,1
"Нет, не надо",yaturkeenzhenserheve,Владимир,unknown,0,0,0,"Нет, не надо",0,0
Новогоднее переедание: как спасти организм после праздников https://t.co/ZztdQ9ANcb #ВЕС #Специалист #Медицина #Блюдо #Желудок,unknown,unknown,unknown,-1,0,1,Новогоднее переедание: как спасти организм после праздников https://t.co/ZztdQ9ANcb #ВЕС #Специалист #Медицина #Блюдо #Желудок,1,1
БТР на МКАД в Москве: появилось видео аварии с военной техникой: https://t.co/Ib4LUeKNvS https://t.co/pD0eofQP2e,unknown,unknown,unknown,-1,0,1,БТР на МКАД в Москве: появилось видео аварии с военной техникой: https://t.co/Ib4LUeKNvS https://t.co/pD0eofQP2e,1,1
"О, давняя сохранёнка пригодилась)

Это 2018 год, если что",ez611,Eugene,Zalyubovsky,0,1,0,"О, давняя сохранёнка пригодилась)

Это 2018 год, если что",1,0
"Ситуация пугающая - беспилотники долетают до Москвы вообще спокойно, что-то надо делать, чтобы такого не могло впредь происходить!",vkjzAW,Виктор,Мацкевич,0,0,0,"Ситуация пугающая - беспилотники долетают до Москвы вообще спокойно, что-то надо делать, чтобы такого не могло впредь происходить!",0,0
Слушай. Ты меня замучал. Ходи дальше со своим BZZZZZ :))))),JigaD314,Jiga Driga 🎩,unknown,0,0,0,Слушай. Ты меня замучал. Ходи дальше со своим BZZZZZ :))))),1,0
"Стюардесса не пускает в самолёт кавказца с бараном:
- С бараном нельзя!
- Это не баран - это магарыч. Баран в Москве в институте учится",andybezbozhny,Andy,Bezbozhny,0,0,0,"Стюардесса не пускает в самолёт кавказца с бараном:
- С бараном нельзя!
- Это не баран - это магарыч. Баран в Москве в институте учится",0,0
"Мне интересно, если у канала 2 админа, то эту личку видит только владелец или все админы?",ShaenNoBan,Stepan,unknown,0,0,0,"Мне интересно, если у канала 2 админа, то эту личку видит только владелец или все админы?",0,0
Празднования Дня народного единства расколются на десяток митингов в разных концах Москвы https://t.co/cYRLoeFfMH,unknown,unknown,unknown,-1,0,1,Празднования Дня народного единства расколются на десяток митингов в разных концах Москвы https://t.co/cYRLoeFfMH,0,1
,deleted,unknown,unknown,-1,1,0,,0,0
Губернатор поздравил реставраторов с профессиональным праздником http://t.co/p8gT4660Gs,unknown,unknown,unknown,-1,0,1,Губернатор поздравил реставраторов с профессиональным праздником http://t.co/p8gT4660Gs,0,1
"Кстати, только сейчас обратил внимание на символизм завязанного рта и птичек (это же Твитор) (искал любую картинку ""скуперфильд в лесу"")",sadr0b0t,a,m,0,0,0,"Кстати, только сейчас обратил внимание на символизм завязанного рта и птичек (это же Твитор) (искал любую картинку ""скуперфильд в лесу"")",0,0
Мне больше у Ричарда нравятся истории. Последняя с совой крутая.,neat0n,neat0n,unknown,0,0,0,Мне больше у Ричарда нравятся истории. Последняя с совой крутая.,0,0
"Какой смысл быть миллиардером, если ты не можешь писать в интернете все, что захочешь?",deleted,AD,unknown,0,0,0,"Какой смысл быть миллиардером, если ты не можешь писать в интернете все, что захочешь?",0,0
"Б.... где обещанное!!!!
Где дождь в Москве?????
Опять нае...ли!!!",deleted,S.,V.,0,0,0,"Б.... где обещанное!!!!
Где дождь в Москве?????
Опять нае...ли!!!",1,0
"Нет, брали за 16к тенге, за столько же и продаю. 
Не получается попасть на лекцию, а билет невозвратный",sayority,Nastya,Sayority,0,0,0,"Нет, брали за 16к тенге, за столько же и продаю. 
Не получается попасть на лекцию, а билет невозвратный",0,0
«Россия выбирает» накануне местных выборов в подмосковной Барвихе подвела итоги регистрации кандидатов в депутаты - https://t.co/zxkGMA4bkJ,unknown,unknown,unknown,-1,0,1,«Россия выбирает» накануне местных выборов в подмосковной Барвихе подвела итоги регистрации кандидатов в депутаты - https://t.co/zxkGMA4bkJ,0,1
"А альтернатива - тип лежать с закрытыми глазами. Пффф, ну охуеть - саундс лайк фан.   Ты выиграл интернет. ОПЯТЬ.",unknown,unknown,unknown,-1,0,0,"А альтернатива - тип лежать с закрытыми глазами. Пффф, ну охуеть - саундс лайк фан.   Ты выиграл интернет. ОПЯТЬ.",1,1
"В Слободском районе внедорожник врезался в «Лада Ларгус»: два человека погибли, шесть травмированы. https://t.co/JOsLnDUf4O https://t.co/SoWkSqfMZC",unknown,unknown,unknown,-1,0,1,"В Слободском районе внедорожник врезался в «Лада Ларгус»: два человека погибли, шесть травмированы. https://t.co/JOsLnDUf4O https://t.co/SoWkSqfMZC",0,1
"Что же там, в этом литературном опусе узбека Аль-Бухари из 10 века, может быть мне, человеку 21 века, интересного?",JigaD314,Jiga Driga 🎩,unknown,0,0,0,"Что же там, в этом литературном опусе узбека Аль-Бухари из 10 века, может быть мне, человеку 21 века, интересного?",0,0
Да какая нахуй разница че они делают?! От куда вы такие беретесь только..,Killer1996msk,LOKI,unknown,0,0,0,Да какая нахуй разница че они делают?! От куда вы такие беретесь только..,0,0
Ягнята завезли.,deleted,S.,V.,0,0,0,Ягнята завезли.,0,0
Jaguar и Land Rover поедут по России на топливе «Газпром нефти» http://t.co/l0FmxiHVrr http://t.co/aidtziPWzM,unknown,unknown,unknown,-1,0,1,Jaguar и Land Rover поедут по России на топливе «Газпром нефти» http://t.co/l0FmxiHVrr http://t.co/aidtziPWzM,0,1
прошел уже,paveliskosatki,"ᴨᴀʙᴇᴧизᴋоᴄᴀᴛᴋи ""доᴋᴄᴇᴩ нᴇ ɸᴇйᴋ"" | 100+ ʀᴇᴠɪᴇᴡs",unknown,0,0,0,прошел уже,0,0
"https://t.me/mechnews12
Подпишитесь пожалуйста",kaltik22,.,unknown,0,1,1,"https://t.me/mechnews12
Подпишитесь пожалуйста",0,0
С FIFA / EA FC аналогично,Tyomachk,MA 🕊,unknown,0,0,0,С FIFA / EA FC аналогично,1,0
Спортсмен из Франции придумал новый вариант фристайла: спуск на светодиодных лыжах ночью https://t.co/w6I7pM9XXo https://t.co/JIZfeddKWk,unknown,unknown,unknown,-1,0,1,Спортсмен из Франции придумал новый вариант фристайла: спуск на светодиодных лыжах ночью https://t.co/w6I7pM9XXo https://t.co/JIZfeddKWk,0,1
Як-3 один из лучших истребителей Второй Мировой войны https://t.co/8oXkD3RqEV https://t.co/VmMSZ5Om0R,unknown,unknown,unknown,-1,0,1,Як-3 один из лучших истребителей Второй Мировой войны https://t.co/8oXkD3RqEV https://t.co/VmMSZ5Om0R,0,1
Еще фильмы но это не техника так что  не учитываем и  вроде стиралки,SponsorVely,Негор,unknown,0,0,0,Еще фильмы но это не техника так что  не учитываем и  вроде стиралки,0,0
Пошлины на возврат - а если нейтральные врды или соседняя страна? Можно еще имитироваиь самопроизволтный сход с орбиты для бумагомарателей чтобы все четенько было,rewinderon,Ivan,Skrynnikov,0,0,0,Пошлины на возврат - а если нейтральные врды или соседняя страна? Можно еще имитироваиь самопроизволтный сход с орбиты для бумагомарателей чтобы все четенько было,0,0
"а смысл? Я про то, что нужно быть адекватным  Если вы сами установили для себя что для вас хорошо и это делаете - нет проблем  Требовать соблюдения ваших личных норм от других - уже конфликт.
Когда я отзеркалил ваше поведение вы признали что это нападки",deleted,RAJ,unknown,0,0,0,"а смысл? Я про то, что нужно быть адекватным  Если вы сами установили для себя что для вас хорошо и это делаете - нет проблем  Требовать соблюдения ваших личных норм от других - уже конфликт.
Когда я отзеркалил ваше поведение вы признали что это нападки",0,0
"Несу свою ненависть на улицу, а вдруг отпустит?",unknown,unknown,unknown,-1,0,0,"Несу свою ненависть на улицу, а вдруг отпустит?",0,1
"Наиболее сильно его прокатили с тем, что он пытался заблокировать проекты OpenAI",yeroneem,Ivan,Bushmarinov,0,0,0,"Наиболее сильно его прокатили с тем, что он пытался заблокировать проекты OpenAI",0,0
"Херня , если бы это сделал бы не мигрант новость была бы неинтересной + кто же будет публиковать такую новость ?",palmstore1,unknown,unknown,-1,0,0,"Херня , если бы это сделал бы не мигрант новость была бы неинтересной + кто же будет публиковать такую новость ?",0,0
"Как думаете, где это?  Что за место и какой год? https://t.co/Sjj2ZJceiD",unknown,unknown,unknown,-1,0,1,"Как думаете, где это?  Что за место и какой год? https://t.co/Sjj2ZJceiD",0,1
А можно ссылку на документ?,deleted,S,unknown,0,0,0,А можно ссылку на документ?,0,0
,deleted,RAJ,unknown,0,1,0,,0,0
а вы какого академика сын?,deleted,unknown,unknown,-1,0,0,а вы какого академика сын?,0,0
"Короче говоря, яблочники косят под корейцев.",novmirpor19,The world is one big theater/ Весь мир - это один большой театр,unknown,0,0,0,"Короче говоря, яблочники косят под корейцев.",0,0
А шип пилить и пилить. Надеюсь ракетный детокс в старбейсе Маску пойдет на пользу и шипу тоже,IRexfreeman,i,Rex,0,0,0,А шип пилить и пилить. Надеюсь ракетный детокс в старбейсе Маску пойдет на пользу и шипу тоже,0,0
"Фильмы, телесериала, сенсоры",deleted,andrey,unknown,0,0,0,"Фильмы, телесериала, сенсоры",0,0
В Нефтеюганске выясняют причины смерти четырехлетнего ребенка https://t.co/AQOjYtet8w,unknown,unknown,unknown,-1,0,1,В Нефтеюганске выясняют причины смерти четырехлетнего ребенка https://t.co/AQOjYtet8w,0,1
"Про плату говорят
__Авторы контента также могут установить плату за каждое сообщение, чтобы ограничить количество диалогов и сделать их более содержательными.__",ziavra,Vladimir,Chaplits,0,0,0,"Про плату говорят
__Авторы контента также могут установить плату за каждое сообщение, чтобы ограничить количество диалогов и сделать их более содержательными.__",0,0
,deleted,unknown,unknown,-1,1,0,,0,0
"32 годовых бюджетов Туркмении? 🙄

(брякнул наобум)",Reliktiqum,Envy,unknown,0,0,0,"32 годовых бюджетов Туркмении? 🙄

(брякнул наобум)",0,0
"подозреваю, что это для того, чтобы под этим предлогом свернуть космическую программу. Сейчас-то не получится показать фейковых астронавтов.",deleted,Дмитрий,Никитин,0,0,0,"подозреваю, что это для того, чтобы под этим предлогом свернуть космическую программу. Сейчас-то не получится показать фейковых астронавтов.",0,0
"Ну все, на взлет",sterncorvette,Ангел,unknown,0,0,0,"Ну все, на взлет",0,0
До истры 500 км запускают гады прям с дороги до 5 км,NEXTXXI,Евгений,unknown,0,0,0,До истры 500 км запускают гады прям с дороги до 5 км,0,0
А нет ли корреляции между маленьким носом и большим интеллектом 🤔,deleted,Наталия,unknown,0,0,0,А нет ли корреляции между маленьким носом и большим интеллектом 🤔,0,0
"То есть использовали принципы нечеткой логики, но зачем-то назвали по-другому.",deleted,Mr,Spock,0,0,0,"То есть использовали принципы нечеткой логики, но зачем-то назвали по-другому.",0,0
"Надо считать следующим образом - всё что оторвалось от земли во время пуска(в т.ч. от стартового стола, земли вокруг) - всё облагать пошлиной!
За каждый камень оторванный от родной земли штатов Америки они у нас отчитаются!!!
😁😁",EazyKat,EazyK,unknown,0,0,0,"Надо считать следующим образом - всё что оторвалось от земли во время пуска(в т.ч. от стартового стола, земли вокруг) - всё облагать пошлиной!
За каждый камень оторванный от родной земли штатов Америки они у нас отчитаются!!!
😁😁",0,0
,deleted,Александр,З.,0,1,0,,0,0
https://youtu.be/u_aLESDql1U?feature=shared,Komissarov,Mikhail,Komissarov,0,1,1,https://youtu.be/u_aLESDql1U?feature=shared,0,0
Акустический вечер хитов русского рока пройдет в Твери  #музыка,unknown,unknown,unknown,-1,0,0,Акустический вечер хитов русского рока пройдет в Твери  #музыка,0,1
"Кто-то до сих пор покупал смартфоны Сони, даже с их неадекватными ценами?",valentinXR,Валентин,Радин,0,0,0,"Кто-то до сих пор покупал смартфоны Сони, даже с их неадекватными ценами?",0,0
"Ну его уже хорошо так прокатили с отменой льгот на электромобили и главой NASA
Ну и с принятием ещё более дефицитного бюджета, если поверить, что ему действительно это было важно
Да и не похоже, что ему светили контракты типа ПРО по подписке, о которых ходили разговоры

Думаю, накопилось, и он в своей манере решил вынести конфликт в паблик. Мб и небезосновательно",holkerus,Misio,Kaku,0,0,0,"Ну его уже хорошо так прокатили с отменой льгот на электромобили и главой NASA
Ну и с принятием ещё более дефицитного бюджета, если поверить, что ему действительно это было важно
Да и не похоже, что ему светили контракты типа ПРО по подписке, о которых ходили разговоры

Думаю, накопилось, и он в своей манере решил вынести конфликт в паблик. Мб и небезосновательно",1,0
Сотрудники ФСКН ликвидировали в Керчи наркопритон https://t.co/VIuMuszWXO,unknown,unknown,unknown,-1,0,1,Сотрудники ФСКН ликвидировали в Керчи наркопритон https://t.co/VIuMuszWXO,1,1
"Добрейшего утра, любимая Москва! https://t.co/r5gixb2KJm",unknown,unknown,unknown,-1,0,1,"Добрейшего утра, любимая Москва! https://t.co/r5gixb2KJm",0,1
"Аммосов это голова. Я бы за него проголосовал на выборах в члены РАН.

__ Еще один VPN-сервис отметил, что 4 июня число регистраций подскочило в 11 раз, больше, чем когда в США заблокировали TikTok.__

В новости кладут фразы, которые без дополнительной информации можно трактовать как угодно. 
Число пользователей порно больше числа пользователей тиктока?
Это французский сервис, блокировка тиктока в США оказывает меньшее влияние?
У них была рекламная акция 4 июня?",ziavra,Vladimir,Chaplits,0,0,0,"Аммосов это голова. Я бы за него проголосовал на выборах в члены РАН.

__ Еще один VPN-сервис отметил, что 4 июня число регистраций подскочило в 11 раз, больше, чем когда в США заблокировали TikTok.__

В новости кладут фразы, которые без дополнительной информации можно трактовать как угодно. 
Число пользователей порно больше числа пользователей тиктока?
Это французский сервис, блокировка тиктока в США оказывает меньшее влияние?
У них была рекламная акция 4 июня?",1,0
,omganglos,unknown,unknown,-1,1,0,,0,0
а как же босх?🥲,e_sauber,M_Mad,unknown,0,0,0,а как же босх?🥲,0,0
**Нуждаемся в ночных  охранниках на парковку берём  требования  внимательность и не спать на смене     5300 за смену**,Lyubov984,Любовь,unknown,0,0,0,**Нуждаемся в ночных  охранниках на парковку берём  требования  внимательность и не спать на смене     5300 за смену**,0,0
"Дональду Фредериковичу 78 лет, а Илон Маск будет с нами ещё не меньше сорока лет. Думайте! Молодость победит!",yasenfire,Alexey,Fedotov,0,0,0,"Дональду Фредериковичу 78 лет, а Илон Маск будет с нами ещё не меньше сорока лет. Думайте! Молодость победит!",0,0
"Кто бы мог подумать, да?",deleted,Вика🎾,unknown,0,0,0,"Кто бы мог подумать, да?",0,0
Да,ShaenNoBan,Stepan,unknown,0,0,0,Да,0,0
"Промежуточного Starship-ICBM разве не будет, от генерального конструктора для генерального секретаря?",Dustycopter,Oleg,Baranov,0,0,0,"Промежуточного Starship-ICBM разве не будет, от генерального конструктора для генерального секретаря?",0,0
кстати доказательство опять расчитали математики:) но не тот который в дебатах был:) потому что математики бывают разные:),yurevich555,Сергей,Юрьевич,0,0,0,кстати доказательство опять расчитали математики:) но не тот который в дебатах был:) потому что математики бывают разные:),0,0
https://t.co/EJ0HSzLxY8,unknown,unknown,unknown,-1,0,1,https://t.co/EJ0HSzLxY8,0,1
"А о каких марсианских планах речь? Пока нет ничего кроме презентаций и слов,  до это этого марсианские планы только закрывались. Зато теперь появляются надежды на лунный дракон и возможность регулярных полетов на луну",max_dizer,Maksim,Dizer,0,0,0,"А о каких марсианских планах речь? Пока нет ничего кроме презентаций и слов,  до это этого марсианские планы только закрывались. Зато теперь появляются надежды на лунный дракон и возможность регулярных полетов на луну",0,0
"Мужчины, богатыри собрались!
Так эту обезьяну!",Zzzzzzz12354,〰️〰️〰️〰️〰️〰️〰️〰️ 〰️〰️〰️〰️〰️〰️〰️〰️,unknown,0,0,0,"Мужчины, богатыри собрались!
Так эту обезьяну!",0,0
Какую суру?,JigaD314,Jiga Driga 🎩,unknown,0,0,0,Какую суру?,0,0
Хах рил,chklvan,Тоша,unknown,0,0,0,Хах рил,0,0
"@ScienceInquisition
Добавьте видео дебатов с Саватеевым.
То есть Саватеев считает что размножение невозможно (дискуссия про фазовое пространство)?


https://www.youtube.com/watch?v=745xEt3l91s",noagf657hdnia,Vonab,Cofus,0,1,1,"@ScienceInquisition
Добавьте видео дебатов с Саватеевым.
То есть Саватеев считает что размножение невозможно (дискуссия про фазовое пространство)?


https://www.youtube.com/watch?v=745xEt3l91s",0,0
пока неизвестно,deleted,unknown,unknown,-1,0,0,пока неизвестно,0,0
Сони это жесть (,Evgeniy_Vo88,Евгений,unknown,0,0,0,Сони это жесть (,0,0
За наушники обидно :( крутые бесплатно получить это ж кайф,singxdie,Вадим,unknown,0,0,0,За наушники обидно :( крутые бесплатно получить это ж кайф,0,0
А у нас тихо и душно.,deleted,Одри и банда,unknown,0,0,0,А у нас тихо и душно.,0,0
Ссылку на ВК добавляйте тоже,az_esm_Max,Max,unknown,0,0,0,Ссылку на ВК добавляйте тоже,1,0
"Круто, Цой всегда в моде!",deleted,Вика🎾,unknown,0,0,0,"Круто, Цой всегда в моде!",0,0
"Мое мнение конечно приземленное и шкурное - но мне отказ от фундаментальной науки в нынешних бюджетах и реалиях нравится. Если нынешние вложения простимулируют конкуренцию на рынках запуска и освоения ближнего космоса, очередная Чандра и полёт к лунам Юпитера осуществятся возможно быстрее, в больших масштабах и за меньшие деньги, чем по планам академических исследователей.",Dustycopter,Oleg,Baranov,0,0,0,"Мое мнение конечно приземленное и шкурное - но мне отказ от фундаментальной науки в нынешних бюджетах и реалиях нравится. Если нынешние вложения простимулируют конкуренцию на рынках запуска и освоения ближнего космоса, очередная Чандра и полёт к лунам Юпитера осуществятся возможно быстрее, в больших масштабах и за меньшие деньги, чем по планам академических исследователей.",0,0
Обязательно сделают. Но в Китае,vimpvimp,Mihail,Penkin,0,0,0,Обязательно сделают. Но в Китае,0,0
"А уж за ""пилотируемые"" полеты, по тройному тарифу! 😄",AgentKyznesov,Agent Kyznesov,unknown,0,1,0,"А уж за ""пилотируемые"" полеты, по тройному тарифу! 😄",0,0
по идее админы тоже попадают,ShaenNoBan,Stepan,unknown,0,0,0,по идее админы тоже попадают,0,0
весь. Желательно в оригинале. А Достоевского выкиньте это мусор.,deleted,RAJ,unknown,0,0,0,весь. Желательно в оригинале. А Достоевского выкиньте это мусор.,0,0
"Бюджеты на космос и без Маска порезали
https://www.kommersant.ru/doc/7776449",ziavra,Vladimir,Chaplits,0,1,1,"Бюджеты на космос и без Маска порезали
https://www.kommersant.ru/doc/7776449",0,0
"Я что-то заинтересовался жизнью монгольских аспирантов, читаю что попадается в сети.

__Преподаватели, курирующие монгольских студентов в Ленинградской школе восточной филологии, отметили монгольский Новый год 1925 года по-монгольски в здании, где жили наши студенты, даже привели баранов и зарезали их, разделали их на части по монгольским обычаям, сделали пельмени, пили пиво вместо айрага и устроили большой пир накануне праздника__

Вы приводите баранов к студентам на новый год?

Второй момент, 
https://resource4.sodonsolution.org/zms/image/2024/03/05/4vyx118cyv922hcp/ts3.jpg

Подписано ""Ленинград, 1925"". Если бы увидел фото где-то отдельно, никогда бы не подумал что снято 100 лет назад.",ziavra,Vladimir,Chaplits,0,1,1,"Я что-то заинтересовался жизнью монгольских аспирантов, читаю что попадается в сети.

__Преподаватели, курирующие монгольских студентов в Ленинградской школе восточной филологии, отметили монгольский Новый год 1925 года по-монгольски в здании, где жили наши студенты, даже привели баранов и зарезали их, разделали их на части по монгольским обычаям, сделали пельмени, пили пиво вместо айрага и устроили большой пир накануне праздника__

Вы приводите баранов к студентам на новый год?

Второй момент, 
https://resource4.sodonsolution.org/zms/image/2024/03/05/4vyx118cyv922hcp/ts3.jpg

Подписано ""Ленинград, 1925"". Если бы увидел фото где-то отдельно, никогда бы не подумал что снято 100 лет назад.",0,0
"Конечно. В лучшем стиле саус парка.

Либо, если проводить аналогию с наркомами НКВД 30-40-х годов СССР, которых всех расстреляли - они занимались тем же чем и Маск. Общественным поведением.",deleted,Vitaly,Nemov,0,0,0,"Конечно. В лучшем стиле саус парка.

Либо, если проводить аналогию с наркомами НКВД 30-40-х годов СССР, которых всех расстреляли - они занимались тем же чем и Маск. Общественным поведением.",1,0
"Когда фундаментальные для масштабирования технологии достигают определенный уровень зрелости, для ускорения прогресса выгоднее поддерживать конкурирующие приземлённые решения, чем продолжать медленно строить сверхдорогие чудо-инструменты. Моя логика примитивная - как в RTS, когда технологические цепочки проскакиваются быстрее, если масштабируешь/снижаешь стоимость производства юнитов попроще, и добираешься до уникального супер-юнита быстрее вместо медленной постройки его же ""на все деньги"".",Dustycopter,Oleg,Baranov,0,0,0,"Когда фундаментальные для масштабирования технологии достигают определенный уровень зрелости, для ускорения прогресса выгоднее поддерживать конкурирующие приземлённые решения, чем продолжать медленно строить сверхдорогие чудо-инструменты. Моя логика примитивная - как в RTS, когда технологические цепочки проскакиваются быстрее, если масштабируешь/снижаешь стоимость производства юнитов попроще, и добираешься до уникального супер-юнита быстрее вместо медленной постройки его же ""на все деньги"".",1,0
А где территориально?,OlyaSunna,Ольга,Гриценко,0,0,0,А где территориально?,0,0
давно пора ее перенести из центра. как и кладбище с Красной Площади.,deleted,Алексей,unknown,0,0,0,давно пора ее перенести из центра. как и кладбище с Красной Площади.,0,0
"Я конечно дико извиняюсь, но, видно что уже сумерки, и что делают девочки одни в это время на улице, без сопровождения взрослых",Coming_Undone91,Li,unknown,0,0,0,"Я конечно дико извиняюсь, но, видно что уже сумерки, и что делают девочки одни в это время на улице, без сопровождения взрослых",0,0
"В конце 2025 года немного странно называть ОСь в честь года, который уже заканчиватся. А в 2026 году немного странно ходить с ОСью, названной в честь уже прошедшего года.",Kichaev_ilia,unknown,unknown,-1,0,0,"В конце 2025 года немного странно называть ОСь в честь года, который уже заканчиватся. А в 2026 году немного странно ходить с ОСью, названной в честь уже прошедшего года.",0,0
"попробуй силиконовой смазкой брызнуть в шарниры, мне с xm4 помогло в свое время",mgcpnchk,Евгений,Шмидт,0,0,0,"попробуй силиконовой смазкой брызнуть в шарниры, мне с xm4 помогло в свое время",0,0
