text,has_link,has_caps,is_spam,cleared_text,mention_count,has_hashtag,spam_keyword_count,spam_keyword_ratio,excl_quest_count,punctuation_density,text_length,word_count,sentiment
"ну понятно, что скорее всего все пойдёт хорошо, но мало ли)",0,0,0,"ну понятно, что скорее всего все пойдёт хорошо, но мало ли)",0,0,0,0.0,0,0.0,59,11,neutral
🖕,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
"Пока надо везде писать что-то в стиле: «Elon Musk didnt kill himself».😁
Вот бывший глава Роскосмоса уже пошутил про скандал, но ведь мог бы и добавить огонька😁",0,0,0,"пока надо везде писать что-то в стиле: «elon musk didnt kill himself». вот бывший глава роскосмоса уже пошутил про скандал, но ведь мог бы и добавить огонька",0,0,0,0.0,0,0.0,157,27,positive
А в США щас точно правая власть? Они же буквально налог на космос вводят. Или с космосом тоже торговый дефицит? Не понятно🤔,0,1,0,а в сша щас точно правая власть? они же буквально налог на космос вводят. или с космосом тоже торговый дефицит? не понятно,0,0,0,0.0,2,0.01639344262295082,122,22,positive
💃,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
"Какое счастье, что я не ем всю эту хрень😁",0,0,0,"какое счастье, что я не ем всю эту хрень",0,0,0,0.0,0,0.0,40,9,neutral
"тот же реалми не плох ,ну кроме фиников и текно таи сущий ад",0,0,0,"тот же реалми не плох ,ну кроме фиников и текно таи сущий ад",0,0,0,0.0,0,0.0,60,13,positive
"слабенько как-то они денег хотят.
надо тогда уж брать за полную массу ракеты, а не только за полезную нагрузку",0,0,0,"слабенько как-то они денег хотят. надо тогда уж брать за полную массу ракеты, а не только за полезную нагрузку",0,0,0,0.0,0,0.0,110,19,positive
"в мене только одно, высокое По руzzке ебзык. Я паштет профессор в нем",0,0,0,"в мене только одно, высокое по руzzке ебзык. я паштет профессор в нем",0,0,0,0.0,0,0.0,69,13,negative
Главное чтобы батарейку не кушал сильно. А там пусть хоть 77-й будет.,0,0,0,главное чтобы батарейку не кушал сильно. а там пусть хоть 77-й будет.,0,0,0,0.0,0,0.0,69,12,negative
"Ну губы накачать,это тоже не против природы)",0,0,0,"ну губы накачать,это тоже не против природы)",0,0,0,0.0,0,0.0,44,7,neutral
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
"Пардон, не корректно прочитал. Но это не отменяет факта, что это разные устройства и должны иметь разные названия и порядковые номера операционки.. обновления же не летят одновременно, как и нововведения.",0,0,0,"пардон, не корректно прочитал. но это не отменяет факта, что это разные устройства и должны иметь разные названия и порядковые номера операционки.. обновления же не летят одновременно, как и нововведения.",0,0,0,0.0,0,0.0,204,30,positive
"Кому должны? 

Как раз обновления летят одновременно",0,0,0,кому должны? как раз обновления летят одновременно,0,0,0,0.0,1,0.02,50,7,negative
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
Да бустер довели более менее. Тут только ждать сентября и в.2 с новой площадки и раптор 3,0,0,0,да бустер довели более менее. тут только ждать сентября и в.2 с новой площадки и раптор 3,0,0,0,0.0,0,0.0,89,17,positive
"""Золотые луга"" представили новый йогурт и ацидофилин https://t.co/2yomzirsym",1,0,1,"""золотые луга"" представили новый йогурт и ацидофилин",0,0,0,0.0,0,0.0,52,7,negative
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
Дожились 😳,0,0,0,дожились,0,0,0,0.0,0,0.0,8,1,positive
Россия прекратит платить Совету Европы за ПАСЕ  https://t.co/jSjOxiiLKT https://t.co/V8CFohSimN,1,1,1,россия прекратит платить совету европы за пасе,0,0,0,0.0,0,0.0,46,7,negative
"а вы расист, что мог узбек такого написать, что вы гомнорящий на языке Достоевского можете узнать для себя нового",0,0,0,"а вы расист, что мог узбек такого написать, что вы гомнорящий на языке достоевского можете узнать для себя нового",0,0,0,0.0,0,0.0,113,19,positive
2:0,0,0,0,2:0,0,0,0,0.0,0,0.0,3,1,negative
Топ-менеджер Mercedes погиб в столичном ночном клубе http://t.co/KyZwoxIDlg,1,0,1,топ-менеджер mercedes погиб в столичном ночном клубе,0,0,0,0.0,0,0.0,52,7,negative
"так, делаем иначе. отменяю ""плату за сообщения"". Пишите, посмотрим что произойдет",0,0,0,"так, делаем иначе. отменяю ""плату за сообщения"". пишите, посмотрим что произойдет",0,0,0,0.0,0,0.0,81,11,positive
По году выпуска и знаку зодиака тоже,0,0,0,по году выпуска и знаку зодиака тоже,0,0,0,0.0,0,0.0,36,7,negative
Рисовые дали еврогеям вместо наушников за щеку,0,0,0,рисовые дали еврогеям вместо наушников за щеку,0,0,0,0.0,0,0.0,46,7,negative
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
"Интересно, насколько этот интернет-срач отразится в реальности. На старлинк вроде завязаны военные проекты, например",0,0,0,"интересно, насколько этот интернет-срач отразится в реальности. на старлинк вроде завязаны военные проекты, например",0,0,0,0.0,0,0.0,116,14,negative
США отвели на установление причины смерти Лесина до трех месяцев https://t.co/4JM6GjxjcL,1,1,1,сша отвели на установление причины смерти лесина до трех месяцев,0,0,0,0.0,0,0.0,64,10,positive
"Нет, не надо",0,0,0,"нет, не надо",0,0,0,0.0,0,0.0,12,3,positive
Новогоднее переедание: как спасти организм после праздников https://t.co/ZztdQ9ANcb #ВЕС #Специалист #Медицина #Блюдо #Желудок,1,1,1,новогоднее переедание: как спасти организм после праздников #вес #специалист #медицина #блюдо #желудок,0,1,0,0.0,0,0.0,102,12,positive
БТР на МКАД в Москве: появилось видео аварии с военной техникой: https://t.co/Ib4LUeKNvS https://t.co/pD0eofQP2e,1,1,1,бтр на мкад в москве: появилось видео аварии с военной техникой:,0,0,0,0.0,0,0.0,64,11,negative
"О, давняя сохранёнка пригодилась)

Это 2018 год, если что",0,1,0,"о, давняя сохранёнка пригодилась) это 2018 год, если что",0,0,0,0.0,0,0.0,56,9,neutral
"Ситуация пугающая - беспилотники долетают до Москвы вообще спокойно, что-то надо делать, чтобы такого не могло впредь происходить!",0,0,0,"ситуация пугающая - беспилотники долетают до москвы вообще спокойно, что-то надо делать, чтобы такого не могло впредь происходить!",0,0,0,0.0,1,0.007692307692307693,130,18,negative
Слушай. Ты меня замучал. Ходи дальше со своим BZZZZZ :))))),0,1,0,слушай. ты меня замучал. ходи дальше со своим bzzzzz :))))),0,0,0,0.0,0,0.0,59,10,neutral
"Стюардесса не пускает в самолёт кавказца с бараном:
- С бараном нельзя!
- Это не баран - это магарыч. Баран в Москве в институте учится",0,0,0,стюардесса не пускает в самолёт кавказца с бараном: - с бараном нельзя! - это не баран - это магарыч. баран в москве в институте учится,0,0,0,0.0,1,0.007407407407407408,135,25,positive
"Мне интересно, если у канала 2 админа, то эту личку видит только владелец или все админы?",0,0,0,"мне интересно, если у канала 2 админа, то эту личку видит только владелец или все админы?",0,0,0,0.0,1,0.011235955056179775,89,16,negative
Празднования Дня народного единства расколются на десяток митингов в разных концах Москвы https://t.co/cYRLoeFfMH,1,0,1,празднования дня народного единства расколются на десяток митингов в разных концах москвы,0,0,0,0.0,0,0.0,89,12,negative
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
Губернатор поздравил реставраторов с профессиональным праздником http://t.co/p8gT4660Gs,1,0,1,губернатор поздравил реставраторов с профессиональным праздником,0,0,0,0.0,0,0.0,64,6,negative
"Кстати, только сейчас обратил внимание на символизм завязанного рта и птичек (это же Твитор) (искал любую картинку ""скуперфильд в лесу"")",0,0,0,"кстати, только сейчас обратил внимание на символизм завязанного рта и птичек (это же твитор) (искал любую картинку ""скуперфильд в лесу"")",0,0,0,0.0,0,0.0,136,20,negative
Мне больше у Ричарда нравятся истории. Последняя с совой крутая.,0,0,0,мне больше у ричарда нравятся истории. последняя с совой крутая.,0,0,0,0.0,0,0.0,64,10,neutral
"Какой смысл быть миллиардером, если ты не можешь писать в интернете все, что захочешь?",0,0,0,"какой смысл быть миллиардером, если ты не можешь писать в интернете все, что захочешь?",0,0,0,0.0,1,0.011627906976744186,86,14,positive
"Б.... где обещанное!!!!
Где дождь в Москве?????
Опять нае...ли!!!",0,1,0,б.... где обещанное!!!! где дождь в москве????? опять нае...ли!!!,0,0,0,0.0,12,0.18461538461538463,65,9,positive
"Нет, брали за 16к тенге, за столько же и продаю. 
Не получается попасть на лекцию, а билет невозвратный",0,0,0,"нет, брали за 16к тенге, за столько же и продаю. не получается попасть на лекцию, а билет невозвратный",0,0,0,0.0,0,0.0,102,18,positive
«Россия выбирает» накануне местных выборов в подмосковной Барвихе подвела итоги регистрации кандидатов в депутаты - https://t.co/zxkGMA4bkJ,1,0,1,«россия выбирает» накануне местных выборов в подмосковной барвихе подвела итоги регистрации кандидатов в депутаты -,0,0,0,0.0,0,0.0,115,15,negative
"А альтернатива - тип лежать с закрытыми глазами. Пффф, ну охуеть - саундс лайк фан.   Ты выиграл интернет. ОПЯТЬ.",0,1,1,"а альтернатива - тип лежать с закрытыми глазами. пффф, ну охуеть - саундс лайк фан. ты выиграл интернет. опять.",0,0,0,0.0,0,0.0,111,19,positive
"В Слободском районе внедорожник врезался в «Лада Ларгус»: два человека погибли, шесть травмированы. https://t.co/JOsLnDUf4O https://t.co/SoWkSqfMZC",1,0,1,"в слободском районе внедорожник врезался в «лада ларгус»: два человека погибли, шесть травмированы.",0,0,0,0.0,0,0.0,99,13,positive
"Что же там, в этом литературном опусе узбека Аль-Бухари из 10 века, может быть мне, человеку 21 века, интересного?",0,0,0,"что же там, в этом литературном опусе узбека аль-бухари из 10 века, может быть мне, человеку 21 века, интересного?",0,0,0,0.0,1,0.008771929824561403,114,19,negative
Да какая нахуй разница че они делают?! От куда вы такие беретесь только..,0,0,0,да какая нахуй разница че они делают?! от куда вы такие беретесь только..,0,0,0,0.0,2,0.0273972602739726,73,13,positive
Ягнята завезли.,0,0,0,ягнята завезли.,0,0,0,0.0,0,0.0,15,2,negative
Jaguar и Land Rover поедут по России на топливе «Газпром нефти» http://t.co/l0FmxiHVrr http://t.co/aidtziPWzM,1,0,1,jaguar и land rover поедут по россии на топливе «газпром нефти»,0,0,0,0.0,0,0.0,63,11,negative
прошел уже,0,0,0,прошел уже,0,0,0,0.0,0,0.0,10,2,positive
"https://t.me/mechnews12
Подпишитесь пожалуйста",1,0,0,подпишитесь пожалуйста,0,0,0,0.0,0,0.0,22,2,positive
С FIFA / EA FC аналогично,0,1,0,с fifa / ea fc аналогично,0,0,0,0.0,0,0.0,25,6,negative
Спортсмен из Франции придумал новый вариант фристайла: спуск на светодиодных лыжах ночью https://t.co/w6I7pM9XXo https://t.co/JIZfeddKWk,1,0,1,спортсмен из франции придумал новый вариант фристайла: спуск на светодиодных лыжах ночью,0,0,0,0.0,0,0.0,88,12,negative
Як-3 один из лучших истребителей Второй Мировой войны https://t.co/8oXkD3RqEV https://t.co/VmMSZ5Om0R,1,0,1,як-3 один из лучших истребителей второй мировой войны,0,0,0,0.0,0,0.0,53,8,negative
Еще фильмы но это не техника так что  не учитываем и  вроде стиралки,0,0,0,еще фильмы но это не техника так что не учитываем и вроде стиралки,0,0,0,0.0,0,0.0,66,13,negative
Пошлины на возврат - а если нейтральные врды или соседняя страна? Можно еще имитироваиь самопроизволтный сход с орбиты для бумагомарателей чтобы все четенько было,0,0,0,пошлины на возврат - а если нейтральные врды или соседняя страна? можно еще имитироваиь самопроизволтный сход с орбиты для бумагомарателей чтобы все четенько было,0,0,0,0.0,1,0.006172839506172839,162,24,negative
"а смысл? Я про то, что нужно быть адекватным  Если вы сами установили для себя что для вас хорошо и это делаете - нет проблем  Требовать соблюдения ваших личных норм от других - уже конфликт.
Когда я отзеркалил ваше поведение вы признали что это нападки",0,0,0,"а смысл? я про то, что нужно быть адекватным если вы сами установили для себя что для вас хорошо и это делаете - нет проблем требовать соблюдения ваших личных норм от других - уже конфликт. когда я отзеркалил ваше поведение вы признали что это нападки",0,0,0,0.0,1,0.00398406374501992,251,45,negative
"Несу свою ненависть на улицу, а вдруг отпустит?",0,0,1,"несу свою ненависть на улицу, а вдруг отпустит?",0,0,0,0.0,1,0.02127659574468085,47,8,positive
"Наиболее сильно его прокатили с тем, что он пытался заблокировать проекты OpenAI",0,0,0,"наиболее сильно его прокатили с тем, что он пытался заблокировать проекты openai",0,0,0,0.0,0,0.0,80,12,positive
"Херня , если бы это сделал бы не мигрант новость была бы неинтересной + кто же будет публиковать такую новость ?",0,0,0,"херня , если бы это сделал бы не мигрант новость была бы неинтересной + кто же будет публиковать такую новость ?",0,0,0,0.0,1,0.008928571428571428,112,21,positive
"Как думаете, где это?  Что за место и какой год? https://t.co/Sjj2ZJceiD",1,0,1,"как думаете, где это? что за место и какой год?",0,0,0,0.0,2,0.0425531914893617,47,10,negative
А можно ссылку на документ?,0,0,0,а можно ссылку на документ?,0,0,0,0.0,1,0.037037037037037035,27,5,negative
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
а вы какого академика сын?,0,0,0,а вы какого академика сын?,0,0,0,0.0,1,0.038461538461538464,26,5,negative
"Короче говоря, яблочники косят под корейцев.",0,0,0,"короче говоря, яблочники косят под корейцев.",0,0,0,0.0,0,0.0,44,6,negative
А шип пилить и пилить. Надеюсь ракетный детокс в старбейсе Маску пойдет на пользу и шипу тоже,0,0,0,а шип пилить и пилить. надеюсь ракетный детокс в старбейсе маску пойдет на пользу и шипу тоже,0,0,0,0.0,0,0.0,93,17,negative
"Фильмы, телесериала, сенсоры",0,0,0,"фильмы, телесериала, сенсоры",0,0,0,0.0,0,0.0,28,3,negative
В Нефтеюганске выясняют причины смерти четырехлетнего ребенка https://t.co/AQOjYtet8w,1,0,1,в нефтеюганске выясняют причины смерти четырехлетнего ребенка,0,0,0,0.0,0,0.0,61,7,positive
"Про плату говорят
__Авторы контента также могут установить плату за каждое сообщение, чтобы ограничить количество диалогов и сделать их более содержательными.__",0,0,0,"про плату говорят __авторы контента также могут установить плату за каждое сообщение, чтобы ограничить количество диалогов и сделать их более содержательными.__",0,0,0,0.0,0,0.0,160,21,positive
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
"32 годовых бюджетов Туркмении? 🙄

(брякнул наобум)",0,0,0,32 годовых бюджетов туркмении? (брякнул наобум),0,0,0,0.0,1,0.02127659574468085,47,6,negative
"подозреваю, что это для того, чтобы под этим предлогом свернуть космическую программу. Сейчас-то не получится показать фейковых астронавтов.",0,0,0,"подозреваю, что это для того, чтобы под этим предлогом свернуть космическую программу. сейчас-то не получится показать фейковых астронавтов.",0,0,0,0.0,0,0.0,140,18,positive
"Ну все, на взлет",0,0,0,"ну все, на взлет",0,0,0,0.0,0,0.0,16,4,negative
До истры 500 км запускают гады прям с дороги до 5 км,0,0,0,до истры 500 км запускают гады прям с дороги до 5 км,0,0,0,0.0,0,0.0,52,12,positive
А нет ли корреляции между маленьким носом и большим интеллектом 🤔,0,0,0,а нет ли корреляции между маленьким носом и большим интеллектом,0,0,0,0.0,0,0.0,63,10,negative
"То есть использовали принципы нечеткой логики, но зачем-то назвали по-другому.",0,0,0,"то есть использовали принципы нечеткой логики, но зачем-то назвали по-другому.",0,0,0,0.0,0,0.0,78,10,negative
"Надо считать следующим образом - всё что оторвалось от земли во время пуска(в т.ч. от стартового стола, земли вокруг) - всё облагать пошлиной!
За каждый камень оторванный от родной земли штатов Америки они у нас отчитаются!!!
😁😁",0,0,0,"надо считать следующим образом - всё что оторвалось от земли во время пуска(в т.ч. от стартового стола, земли вокруг) - всё облагать пошлиной! за каждый камень оторванный от родной земли штатов америки они у нас отчитаются!!!",0,0,0,0.0,4,0.017777777777777778,225,36,negative
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
https://youtu.be/u_aLESDql1U?feature=shared,1,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
Акустический вечер хитов русского рока пройдет в Твери  #музыка,0,0,1,акустический вечер хитов русского рока пройдет в твери #музыка,0,1,0,0.0,0,0.0,62,9,negative
"Кто-то до сих пор покупал смартфоны Сони, даже с их неадекватными ценами?",0,0,0,"кто-то до сих пор покупал смартфоны сони, даже с их неадекватными ценами?",0,0,0,0.0,1,0.0136986301369863,73,12,negative
"Ну его уже хорошо так прокатили с отменой льгот на электромобили и главой NASA
Ну и с принятием ещё более дефицитного бюджета, если поверить, что ему действительно это было важно
Да и не похоже, что ему светили контракты типа ПРО по подписке, о которых ходили разговоры

Думаю, накопилось, и он в своей манере решил вынести конфликт в паблик. Мб и небезосновательно",0,1,0,"ну его уже хорошо так прокатили с отменой льгот на электромобили и главой nasa ну и с принятием ещё более дефицитного бюджета, если поверить, что ему действительно это было важно да и не похоже, что ему светили контракты типа про по подписке, о которых ходили разговоры думаю, накопилось, и он в своей манере решил вынести конфликт в паблик. мб и небезосновательно",0,0,0,0.0,0,0.0,364,61,negative
Сотрудники ФСКН ликвидировали в Керчи наркопритон https://t.co/VIuMuszWXO,1,1,1,сотрудники фскн ликвидировали в керчи наркопритон,0,0,0,0.0,0,0.0,49,6,neutral
"Добрейшего утра, любимая Москва! https://t.co/r5gixb2KJm",1,0,1,"добрейшего утра, любимая москва!",0,0,0,0.0,1,0.03125,32,4,neutral
"Аммосов это голова. Я бы за него проголосовал на выборах в члены РАН.

__ Еще один VPN-сервис отметил, что 4 июня число регистраций подскочило в 11 раз, больше, чем когда в США заблокировали TikTok.__

В новости кладут фразы, которые без дополнительной информации можно трактовать как угодно. 
Число пользователей порно больше числа пользователей тиктока?
Это французский сервис, блокировка тиктока в США оказывает меньшее влияние?
У них была рекламная акция 4 июня?",0,1,0,"аммосов это голова. я бы за него проголосовал на выборах в члены ран. __ еще один vpn-сервис отметил, что 4 июня число регистраций подскочило в 11 раз, больше, чем когда в сша заблокировали tiktok.__ в новости кладут фразы, которые без дополнительной информации можно трактовать как угодно. число пользователей порно больше числа пользователей тиктока? это французский сервис, блокировка тиктока в сша оказывает меньшее влияние? у них была рекламная акция 4 июня?",0,0,1,0.014285714285714285,3,0.0064794816414686825,463,70,positive
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
а как же босх?🥲,0,0,0,а как же босх?,0,0,0,0.0,1,0.07142857142857142,14,4,positive
**Нуждаемся в ночных  охранниках на парковку берём  требования  внимательность и не спать на смене     5300 за смену**,0,0,0,**нуждаемся в ночных охранниках на парковку берём требования внимательность и не спать на смене 5300 за смену**,0,0,0,0.0,0,0.0,111,17,neutral
"Дональду Фредериковичу 78 лет, а Илон Маск будет с нами ещё не меньше сорока лет. Думайте! Молодость победит!",0,0,0,"дональду фредериковичу 78 лет, а илон маск будет с нами ещё не меньше сорока лет. думайте! молодость победит!",0,0,0,0.0,2,0.01834862385321101,109,18,neutral
"Кто бы мог подумать, да?",0,0,0,"кто бы мог подумать, да?",0,0,0,0.0,1,0.041666666666666664,24,5,negative
Да,0,0,0,да,0,0,0,0.0,0,0.0,2,1,neutral
"Промежуточного Starship-ICBM разве не будет, от генерального конструктора для генерального секретаря?",0,0,0,"промежуточного starship-icbm разве не будет, от генерального конструктора для генерального секретаря?",0,0,0,0.0,1,0.009900990099009901,101,11,negative
кстати доказательство опять расчитали математики:) но не тот который в дебатах был:) потому что математики бывают разные:),0,0,0,кстати доказательство опять расчитали математики:) но не тот который в дебатах был:) потому что математики бывают разные:),0,0,0,0.0,0,0.0,122,17,neutral
https://t.co/EJ0HSzLxY8,1,0,1,,0,0,0,0.0,0,0.0,0,1,neutral
"А о каких марсианских планах речь? Пока нет ничего кроме презентаций и слов,  до это этого марсианские планы только закрывались. Зато теперь появляются надежды на лунный дракон и возможность регулярных полетов на луну",0,0,0,"а о каких марсианских планах речь? пока нет ничего кроме презентаций и слов, до это этого марсианские планы только закрывались. зато теперь появляются надежды на лунный дракон и возможность регулярных полетов на луну",0,0,0,0.0,1,0.004629629629629629,216,33,negative
"Мужчины, богатыри собрались!
Так эту обезьяну!",0,0,0,"мужчины, богатыри собрались! так эту обезьяну!",0,0,0,0.0,2,0.043478260869565216,46,6,positive
Какую суру?,0,0,0,какую суру?,0,0,0,0.0,1,0.09090909090909091,11,2,negative
Хах рил,0,0,0,хах рил,0,0,0,0.0,0,0.0,7,2,neutral
"@ScienceInquisition
Добавьте видео дебатов с Саватеевым.
То есть Саватеев считает что размножение невозможно (дискуссия про фазовое пространство)?


https://www.youtube.com/watch?v=745xEt3l91s",1,0,0,@scienceinquisition добавьте видео дебатов с саватеевым. то есть саватеев считает что размножение невозможно (дискуссия про фазовое пространство)?,1,0,0,0.0,1,0.00684931506849315,146,17,negative
пока неизвестно,0,0,0,пока неизвестно,0,0,0,0.0,0,0.0,15,2,negative
Сони это жесть (,0,0,0,сони это жесть (,0,0,0,0.0,0,0.0,16,4,positive
За наушники обидно :( крутые бесплатно получить это ж кайф,0,0,0,за наушники обидно :( крутые бесплатно получить это ж кайф,0,0,1,0.1,0,0.0,58,10,positive
А у нас тихо и душно.,0,0,0,а у нас тихо и душно.,0,0,0,0.0,0,0.0,21,6,positive
Ссылку на ВК добавляйте тоже,0,1,0,ссылку на вк добавляйте тоже,0,0,0,0.0,0,0.0,28,5,negative
"Круто, Цой всегда в моде!",0,0,0,"круто, цой всегда в моде!",0,0,0,0.0,1,0.04,25,5,neutral
"Мое мнение конечно приземленное и шкурное - но мне отказ от фундаментальной науки в нынешних бюджетах и реалиях нравится. Если нынешние вложения простимулируют конкуренцию на рынках запуска и освоения ближнего космоса, очередная Чандра и полёт к лунам Юпитера осуществятся возможно быстрее, в больших масштабах и за меньшие деньги, чем по планам академических исследователей.",0,0,0,"мое мнение конечно приземленное и шкурное - но мне отказ от фундаментальной науки в нынешних бюджетах и реалиях нравится. если нынешние вложения простимулируют конкуренцию на рынках запуска и освоения ближнего космоса, очередная чандра и полёт к лунам юпитера осуществятся возможно быстрее, в больших масштабах и за меньшие деньги, чем по планам академических исследователей.",0,0,0,0.0,0,0.0,375,53,negative
Обязательно сделают. Но в Китае,0,0,0,обязательно сделают. но в китае,0,0,0,0.0,0,0.0,31,5,negative
"А уж за ""пилотируемые"" полеты, по тройному тарифу! 😄",0,0,0,"а уж за ""пилотируемые"" полеты, по тройному тарифу!",0,0,0,0.0,1,0.02,50,8,negative
по идее админы тоже попадают,0,0,0,по идее админы тоже попадают,0,0,0,0.0,0,0.0,28,5,negative
весь. Желательно в оригинале. А Достоевского выкиньте это мусор.,0,0,0,весь. желательно в оригинале. а достоевского выкиньте это мусор.,0,0,0,0.0,0,0.0,64,9,positive
"Бюджеты на космос и без Маска порезали
https://www.kommersant.ru/doc/7776449",1,0,0,бюджеты на космос и без маска порезали,0,0,0,0.0,0,0.0,38,7,negative
"Я что-то заинтересовался жизнью монгольских аспирантов, читаю что попадается в сети.

__Преподаватели, курирующие монгольских студентов в Ленинградской школе восточной филологии, отметили монгольский Новый год 1925 года по-монгольски в здании, где жили наши студенты, даже привели баранов и зарезали их, разделали их на части по монгольским обычаям, сделали пельмени, пили пиво вместо айрага и устроили большой пир накануне праздника__

Вы приводите баранов к студентам на новый год?

Второй момент, 
https://resource4.sodonsolution.org/zms/image/2024/03/05/4vyx118cyv922hcp/ts3.jpg

Подписано ""Ленинград, 1925"". Если бы увидел фото где-то отдельно, никогда бы не подумал что снято 100 лет назад.",1,0,0,"я что-то заинтересовался жизнью монгольских аспирантов, читаю что попадается в сети. __преподаватели, курирующие монгольских студентов в ленинградской школе восточной филологии, отметили монгольский новый год 1925 года по-монгольски в здании, где жили наши студенты, даже привели баранов и зарезали их, разделали их на части по монгольским обычаям, сделали пельмени, пили пиво вместо айрага и устроили большой пир накануне праздника__ вы приводите баранов к студентам на новый год? второй момент, подписано ""ленинград, 1925"". если бы увидел фото где-то отдельно, никогда бы не подумал что снято 100 лет назад.",0,0,0,0.0,1,0.0016420361247947454,609,86,positive
"Конечно. В лучшем стиле саус парка.

Либо, если проводить аналогию с наркомами НКВД 30-40-х годов СССР, которых всех расстреляли - они занимались тем же чем и Маск. Общественным поведением.",0,1,0,"конечно. в лучшем стиле саус парка. либо, если проводить аналогию с наркомами нквд 30-40-х годов ссср, которых всех расстреляли - они занимались тем же чем и маск. общественным поведением.",0,0,0,0.0,0,0.0,188,29,negative
"Когда фундаментальные для масштабирования технологии достигают определенный уровень зрелости, для ускорения прогресса выгоднее поддерживать конкурирующие приземлённые решения, чем продолжать медленно строить сверхдорогие чудо-инструменты. Моя логика примитивная - как в RTS, когда технологические цепочки проскакиваются быстрее, если масштабируешь/снижаешь стоимость производства юнитов попроще, и добираешься до уникального супер-юнита быстрее вместо медленной постройки его же ""на все деньги"".",0,1,0,"когда фундаментальные для масштабирования технологии достигают определенный уровень зрелости, для ускорения прогресса выгоднее поддерживать конкурирующие приземлённые решения, чем продолжать медленно строить сверхдорогие чудо-инструменты. моя логика примитивная - как в rts, когда технологические цепочки проскакиваются быстрее, если масштабируешь/снижаешь стоимость производства юнитов попроще, и добираешься до уникального супер-юнита быстрее вместо медленной постройки его же ""на все деньги"".",0,0,0,0.0,0,0.0,495,55,negative
А где территориально?,0,0,0,а где территориально?,0,0,0,0.0,1,0.047619047619047616,21,3,negative
давно пора ее перенести из центра. как и кладбище с Красной Площади.,0,0,0,давно пора ее перенести из центра. как и кладбище с красной площади.,0,0,0,0.0,0,0.0,68,12,positive
"Я конечно дико извиняюсь, но, видно что уже сумерки, и что делают девочки одни в это время на улице, без сопровождения взрослых",0,0,0,"я конечно дико извиняюсь, но, видно что уже сумерки, и что делают девочки одни в это время на улице, без сопровождения взрослых",0,0,0,0.0,0,0.0,127,22,negative
"В конце 2025 года немного странно называть ОСь в честь года, который уже заканчиватся. А в 2026 году немного странно ходить с ОСью, названной в честь уже прошедшего года.",0,0,0,"в конце 2025 года немного странно называть ось в честь года, который уже заканчиватся. а в 2026 году немного странно ходить с осью, названной в честь уже прошедшего года.",0,0,0,0.0,0,0.0,170,29,negative
"попробуй силиконовой смазкой брызнуть в шарниры, мне с xm4 помогло в свое время",0,0,0,"попробуй силиконовой смазкой брызнуть в шарниры, мне с xm4 помогло в свое время",0,0,0,0.0,0,0.0,79,13,negative
«Россия не может позволить себе не иметь своей операционной системы» https://t.co/RkyKWMVedk https://t.co/EXcLyiBJlF,1,0,1,«россия не может позволить себе не иметь своей операционной системы»,0,0,0,0.0,0,0.0,68,10,negative
В Колорадо в водопроводную воду добавили психоактивное вещество https://t.co/tblQqi7pr6 https://t.co/llXWLq08EY,1,0,1,в колорадо в водопроводную воду добавили психоактивное вещество,0,0,0,0.0,0,0.0,63,8,negative
Даю подсказку. Есть переводы. Вам на какой ?,0,0,0,даю подсказку. есть переводы. вам на какой ?,0,0,0,0.0,1,0.022727272727272728,44,8,negative
,0,0,0,,0,0,0,0.0,0,0.0,0,1,neutral
Как говорится раньше лучше,0,0,0,как говорится раньше лучше,0,0,0,0.0,0,0.0,26,4,negative
В ВВО с начала года провели более 150 летных учений с боевой стрельбой \| РИА Новости https://t.co/IlIKq10cza,1,1,1,в вво с начала года провели более 150 летных учений с боевой стрельбой \| риа новости,0,0,0,0.0,0,0.0,85,16,negative
Токсины уже поразили внутренности черепной коробки,0,0,0,токсины уже поразили внутренности черепной коробки,0,0,0,0.0,0,0.0,50,6,positive
`За пару простых действий в день забираем 10 тыс и более`,0,0,0,`за пару простых действий в день забираем 10 тыс и более`,0,0,0,0.0,0,0.0,57,11,negative
Звезду верни,0,0,0,звезду верни,0,0,0,0.0,0,0.0,12,2,neutral
В городе Сочи. Олимпиада – праздник или стихийное...,0,0,1,в городе сочи. олимпиада – праздник или стихийное...,0,0,0,0.0,0,0.0,52,8,negative
"Как думаете,бывает такое?",0,0,0,"как думаете,бывает такое?",0,0,0,0.0,1,0.04,25,3,negative
